开放汉语拆字字典

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本拆字字典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）

［汉字］	［拆字部件］
shun4	〖髟 春 鬊〗
jian1, jian3	〖髟 前 鬋〗
duo3	〖髟 左 月 鬌〗
hu2	〖髟 胡 鬍〗〖古 月 胡〗
la4	〖髟 剌 鬎〗
jiu1	〖髟 秋 鬏〗
qi2	〖髟 耆 鬐〗
lian2	〖髟 廉 鬑〗
zhen3	〖髟 真 鬒〗
peng2	〖髟 逢 鬔〗
mo4	〖髟 莫 鬕〗
san1	〖髟 參 鬖〗
man4	〖髟 廿 冂 丨 入 入 鬗〗〖髟 草 两 □〗〖髟 艹 两 □〗〖髟 𬜯 □〗
man2	〖髟 曼 鬘〗
seng1	〖髟 曾 鬙〗
xu1	〖髟 须 鬚〗〖彡 页 须〗
lie4	〖髟 囗 乂 𠄌 丶 丶 𠄌 丶 丶 乀 鬛〗
qian1	〖髟 閒 鬜〗〖髟 闲 □〗
qian1	〖髟 間 鬝〗〖髟 间 □〗
nong2	〖髟 農 鬞〗〖髟 农 □〗
huan2	〖髟 睘 鬟〗
kuai4, kuo4	〖髟 會 鬠〗〖髟 会 □〗
ning2	〖髟 寧 鬡〗〖髟 宁 □〗
bin4	〖髟 賓 鬢〗〖髟 宾 鬓〗
lie4	〖髟 巤 鬣〗
rang2	〖髟 襄 鬤〗
dou4	〖丨 王 王 亅 鬥〗〖丶 丶 十 斗〗
dou4	〖鬥 斗 鬦〗〖丶 丶 十 斗〗
nao4	〖鬥 市 鬧〗〖门 市 闹〗
hong4	〖鬥 共 鬨〗〖口 共 哄〗
xi4	〖鬥 兒 鬩〗〖门 兒 阋〗
dou4	〖鬥 豆 寸 鬪〗〖丶 丶 十 斗〗
han3, kan3, kan4	〖鬥 敢 鬫〗
dou4	〖鬥 斵 鬬〗〖丶 丶 十 斗〗
dou4	〖鬥 斲 鬭〗〖丶 丶 十 斗〗
jiu1	〖鬥 龜 鬮〗〖门 龟 阄〗
chang4	〖凵 乂 丶 丶 丶 丶 匕 鬯〗
yu4	〖棥 冖 鬯 彡 鬰〗
yu4	〖木 缶 木 冖 鬯 彡 鬱〗〖有 邑 郁〗〖有 阝 郁〗
li4, ge2, e4	〖一 口 冂 丫 一 鬲〗
juan4	〖虎 鬲 鬳〗〖虍 鬲 鬳〗
fu3	〖鬲 甫 鬴〗
qian2, xin2	〖旡 旡 鬲 鬵〗
zong1	〖鬲 凶 八 夕 鬷〗〖鬲 凶 八 夂 鬷〗
liu4	〖鬲 留 鬸〗
gui1	〖規 鬲 鬹〗〖规 鬲 鬶〗
shang1	〖鬲 𠂉 昜 鬺〗
yu4, zhou1, zhu3, zhu4, ju1	〖粥 鬲 鬻〗
gui3	〖丶 田 儿 厶 鬼〗
mei4	〖鬼 彡 鬽〗
ji4	〖鬼 支 鬾〗
qi2	〖鬼 斤 鬿〗
jie4	〖鬼 介 魀〗
kui2	〖鬼 斗 魁〗
hun2	〖云 鬼 魂〗
ba2	〖鬼 犮 魃〗
po4	〖白 鬼 魄〗
mei4	〖鬼 未 魅〗
xu4, xu1	〖鬼 戉 魆〗
xiao1	〖鬼 肖 魈〗
yu4	〖鬼 或 魊〗
tui2, chui2, zhui1	〖鬼 隹 魋〗
qi1	〖鬼 其 魌〗
wang3	〖鬼 罔 魍〗
liang3	〖鬼 兩 魎〗〖鬼 两 魉〗
wei4	〖委 鬼 魏〗
jian1	〖鬼 兼 魐〗
chi1	〖鬼 离 魑〗
piao1	〖鬼 票 魒〗
bi4	〖鬼 畢 魓〗〖鬼 毕 □〗
mo2	〖麻 鬼 魔〗
ji3	〖鬼 幾 魕〗〖鬼 几 □〗
xu1	〖鬼 虛 魖〗
chou3, chou2	〖鬼 壽 魗〗〖鬼 寿 □〗
yan3	〖厭 鬼 魘〗〖厌 鬼 魇〗
zhan3, jian4	〖鬼 漸 魙〗
yu2	〖刀 田 火 魚〗〖刀 田 一 鱼〗
dao1	〖魚 刀 魛〗〖鱼 刀 鱽〗
ren2	〖魚 人 魜〗〖鱼 人 □〗
ji4	〖魚 刀 魝〗〖鱼 刀 □〗〖鱼 刂 □〗
gong1, hong2	〖魚 工 魟〗〖鱼 工 □〗
tuo2, tuo1	〖魚 乇 魠〗〖鱼 乇 □〗
diao4	〖魚 勺 魡〗〖鱼 勺 □〗
ji3	〖魚 己 魢〗〖鱼 己 鱾〗
xu4, yu2	〖魚 予 魣〗〖鱼 予 □〗
e2	〖魚 化 魤〗〖鱼 化 □〗
e4	〖魚 及 魥〗〖鱼 及 □〗
sha1	〖魚 少 魦〗〖鱼 少 □〗
hang2	〖魚 亢 魧〗〖鱼 亢 □〗
tun2	〖魚 屯 魨〗〖鱼 屯 鲀〗
mo4	〖魚 勿 魩〗〖鱼 勿 □〗
jie4	〖魚 介 魪〗〖鱼 介 □〗
shen3	〖魚 冘 魫〗〖鱼 冘 □〗
fan3, ban3	〖魚 反 魬〗〖鱼 反 □〗
yuan2, wan3	〖魚 元 魭〗〖鱼 元 □〗
bi2, pi2	〖魚 比 魮〗〖鱼 比 □〗
lu3	〖魚 日 魯〗〖鱼 日 鲁〗
wen2	〖魚 文 魰〗〖鱼 文 □〗
hu2	〖魚 互 魱〗〖鱼 互 □〗
lu2	〖魚 戶 魲〗〖鱼 户 □〗
za2	〖魚 帀 魳〗〖鱼 帀 □〗
fang2	〖魚 方 魴〗〖鱼 方 鲂〗
fen2	〖魚 分 魵〗〖鱼 分 □〗
na4	〖魚 內 魶〗〖鱼 内 □〗
you2	〖魚 尤 魷〗〖鱼 尤 鱿〗
he2	〖魚 可 魺〗〖鱼 可 鲄〗
xia2	〖魚 甲 魻〗〖鱼 甲 □〗
qu1	〖魚 去 魼〗〖鱼 去 □〗
han1	〖魚 甘 魽〗〖鱼 甘 □〗
pi2, pi1	〖魚 丕 魾〗〖鱼 丕 □〗
ling2	〖魚 令 魿〗〖鱼 令 □〗
tuo2	〖魚 它 鮀〗〖鱼 它 □〗
bo1, ba4	〖魚 犮 鮁〗〖鱼 犮 鲅〗
qiu2	〖魚 囚 鮂〗〖鱼 囚 □〗
ping2	〖魚 平 鮃〗〖鱼 平 鲆〗
fu2	〖魚 弗 鮄〗〖鱼 弗 □〗
bi4	〖魚 必 鮅〗〖鱼 必 □〗
ji4	〖此 魚 鮆〗〖此 鱼 □〗
wei4	〖魚 未 鮇〗〖鱼 未 □〗
ju1	〖魚 句 鮈〗〖鱼 句 □〗
diao1	〖魚 召 鮉〗〖鱼 召 □〗
bo2, ba4	〖魚 白 鮊〗〖鱼 白 鲌〗
you2	〖魚 由 鮋〗〖鱼 由 鲉〗
gun3	〖魚 玄 鮌〗〖鱼 玄 □〗
pi1, pi2	〖魚 皮 鮍〗〖鱼 皮 鲏〗
nian2	〖魚 占 鮎〗〖鱼 占 鲇〗
xing1	〖魚 生 鮏〗〖鱼 生 □〗
tai2	〖魚 台 鮐〗〖鱼 台 鲐〗
bao4	〖魚 包 鮑〗〖鱼 包 鲍〗
fu4	〖魚 付 鮒〗〖鱼 付 鲋〗
zha3, zha4	〖魚 乍 鮓〗〖鱼 乍 鲊〗
ju4	〖魚 巨 鮔〗〖鱼 巨 □〗
gu1	〖魚 古 鮕〗〖鱼 古 □〗
ta4	〖魚 羽 鮙〗〖鱼 羽 □〗
jie2, qia4	〖魚 吉 鮚〗〖鱼 吉 鲒〗
shu4, shu1	〖魚 尗 鮛〗〖鱼 尗 □〗
hou4	〖魚 后 鮜〗〖鱼 后 鲘〗
xiang3, zhen4	〖丷 夫 魚 鮝〗〖丷 夫 鱼 鲞〗
er2	〖魚 而 鮞〗〖鱼 而 鲕〗
an4, yan3	〖魚 安 鮟〗〖鱼 安 □〗
wei2	〖魚 危 鮠〗〖鱼 危 □〗
tiao1, zhao4	〖魚 兆 鮡〗〖鱼 兆 □〗
zhu1	〖魚 朱 鮢〗〖鱼 朱 □〗
yin4	〖魚 印 鮣〗〖鱼 印 □〗
lie4	〖列 魚 鮤〗〖列 鱼 □〗
luo4	〖魚 各 鮥〗〖鱼 各 □〗
tong2, zhou4	〖魚 同 鮦〗〖鱼 同 鲖〗
yi2, ti2	〖魚 夷 鮧〗〖鱼 夷 □〗
qi2, yi4, zhi1	〖魚 旨 鮨〗〖鱼 旨 □〗
bing4	〖魚 并 鮩〗〖鱼 并 □〗
wei3	〖魚 有 鮪〗〖鱼 有 鲔〗
jiao1, jiao3	〖魚 交 鮫〗〖鱼 交 鲛〗
bu4, ku1	〖魚 夸 鮬〗〖鱼 夸 □〗
gui1	〖魚 圭 鮭〗〖鱼 圭 鲑〗
xian1, xian3	〖魚 羊 鮮〗〖鱼 羊 鲜〗
ge2	〖魚 合 鮯〗〖鱼 合 □〗
hui2	〖魚 回 鮰〗〖鱼 回 □〗
kao3, kao4	〖魚 考 鮳〗〖鱼 考 鲓〗
duo2	〖魚 兌 鮵〗〖鱼 兑 □〗
jun1	〖魚 君 鮶〗〖鱼 君 鲪〗
ti2	〖魚 弟 鮷〗〖鱼 弟 □〗
mian3, man3	〖魚 免 鮸〗〖鱼 免 □〗
xiao1	〖魚 肖 鮹〗〖鱼 肖 □〗
za3	〖羊 魚 鮺〗〖羊 鱼 鲝〗
sha1	〖魚 夋 鮻〗〖鱼 夋 □〗
qin1	〖魚 彐 冖 又 鮼〗〖鱼 彐 冖 又 □〗
yu2	〖魚 余 鮽〗〖鱼 余 □〗
nei3	〖魚 妥 鮾〗〖鱼 妥 □〗
zhe2	〖魚 耴 鮿〗〖鱼 耴 □〗
gun3	〖魚 系 鯀〗〖鱼 系 鲧〗
geng3	〖魚 更 鯁〗〖鱼 更 鲠〗
wu2	〖魚 吾 鯃〗〖鱼 吾 □〗
qiu2	〖魚 求 鯄〗〖鱼 求 □〗
ting2, ting3, shan1	〖魚 延 鯅〗〖鱼 延 □〗
fu3, pu1	〖魚 甫 鯆〗〖鱼 甫 □〗
wan3, huan4	〖魚 完 鯇〗〖鱼 完 鲩〗
tiao2, you2, chou2	〖攸 魚 鯈〗〖攸 鱼 □〗
li3	〖魚 里 鯉〗〖鱼 里 鲤〗
sha1	〖沙 魚 鯊〗〖沙 鱼 鲨〗
sha1	〖魚 沙 鯋〗〖鱼 沙 □〗
gao4	〖魚 告 鯌〗〖鱼 告 □〗
meng2	〖魚 㐬 鯍〗〖鱼 㐬 □〗〖鱼 巟 □〗
yong3	〖魚 甬 鯒〗〖鱼 甬 鲬〗
ni2	〖魚 身 鯓〗〖鱼 身 □〗
zi1	〖魚 甾 鯔〗〖鱼 甾 鲻〗
qi2	〖魚 其 鯕〗〖鱼 其 鲯〗
qing1, zheng1	〖魚 青 鯖〗〖鱼 青 鲭〗
xiang3	〖羊 八 魚 鯗〗〖羊 八 鱼 □〗
nei3	〖魚 委 鯘〗〖鱼 委 □〗
chun2	〖魚 享 鯙〗〖鱼 享 □〗
ji4	〖魚 季 鯚〗〖鱼 季 □〗
diao1	〖魚 周 鯛〗〖鱼 周 鲷〗
qie4	〖魚 妾 鯜〗〖鱼 妾 □〗
gu4	〖魚 固 鯝〗〖鱼 固 鲴〗
zhou3	〖魚 帚 鯞〗〖鱼 帚 □〗
dong1	〖魚 東 鯟〗〖鱼 东 □〗
lai2	〖魚 來 鯠〗〖鱼 来 □〗
fei1, fei4	〖魚 非 鯡〗〖鱼 非 鲱〗
ni2	〖魚 兒 鯢〗〖鱼 兒 鲵〗
yi4	〖魚 易 鯣〗〖鱼 易 □〗
kun1	〖魚 昆 鯤〗〖鱼 昆 鲲〗
lu4	〖魚 坴 鯥〗〖鱼 坴 □〗
jiu4	〖魚 咎 鯦〗〖鱼 咎 □〗
chang1	〖魚 昌 鯧〗〖鱼 昌 鲳〗
jing1	〖魚 京 鯨〗〖鱼 京 鲸〗
lun2	〖魚 侖 鯩〗〖鱼 仑 □〗
ling2	〖魚 夌 鯪〗〖鱼 夌 鲮〗
zou1	〖魚 取 鯫〗〖鱼 取 鲰〗
li2	〖禾 勹 丿 魚 鯬〗〖禾 勹 丿 鱼 □〗
meng3	〖魚 孟 鯭〗〖鱼 孟 □〗
zong1	〖魚 宗 鯮〗〖鱼 宗 □〗
zhi4	〖魚 制 鯯〗〖鱼 制 □〗
nian2	〖魚 念 鯰〗〖鱼 念 鲶〗
shi1	〖魚 虱 鯴〗〖鱼 虱 鲺〗
shen1	〖魚 參 鯵〗〖鱼 参 鲹〗
hun3, huan4	〖魚 軍 鯶〗〖鱼 军 □〗
shi4, ti2	〖魚 是 鯷〗〖鱼 是 鳀〗
hou2	〖魚 侯 鯸〗〖鱼 侯 □〗
xing1, zheng1	〖魚 星 鯹〗〖鱼 星 □〗
zhu1	〖魚 者 鯺〗〖鱼 者 □〗
la4	〖魚 剌 鯻〗〖鱼 剌 □〗
zong1	〖魚 凶 八 夕 鯼〗〖鱼 凶 八 夕 □〗〖鱼 凶 八 夂 □〗
ji4	〖魚 即 鯽〗〖鱼 即 鲫〗
bian1	〖魚 便 鯾〗〖鱼 便 □〗
bian1	〖魚 扁 鯿〗〖鱼 扁 鳊〗
huan4	〖魚 爰 鰀〗〖鱼 爰 □〗
quan2	〖魚 泉 鰁〗〖鱼 泉 鳈〗
zei2	〖魚 則 鰂〗〖鱼 则 鲗〗
wei1	〖魚 畏 鰃〗〖鱼 畏 鳂〗
wei1	〖魚 威 鰄〗〖鱼 威 □〗
yu2	〖魚 禺 鰅〗〖鱼 禺 □〗
qun1, chun1	〖魚 春 鰆〗〖鱼 春 □〗
rou2	〖魚 柔 鰇〗〖鱼 柔 □〗
die2, qie4, zha2	〖魚 枼 鰈〗〖鱼 枼 鲽〗
huang2	〖魚 皇 鰉〗〖鱼 皇 鳇〗
lian4	〖魚 柬 鰊〗〖鱼 柬 □〗
yan3	〖魚 匽 鰋〗〖鱼 匽 □〗
qiu2, qiu1	〖魚 酋 鰌〗〖鱼 酋 □〗
qiu1	〖魚 秋 鰍〗〖鱼 秋 鳅〗
jian4	〖魚 建 鰎〗〖鱼 建 □〗
bi4, bi1	〖魚 畐 鰏〗〖鱼 畐 鲾〗
e4	〖魚 咢 鰐〗〖鱼 咢 鳄〗
yang2	〖魚 昜 鰑〗〖鱼 弓 丿 丿 □〗
fu4	〖魚 复 鰒〗〖鱼 复 鳆〗
sai1	〖魚 思 鰓〗〖鱼 思 鳃〗
jian3	〖魚 咸 鰔〗〖鱼 咸 □〗
xia2, xia1	〖魚 叚 鰕〗〖鱼 叚 □〗
tuo3, wei3	〖魚 左 月 鰖〗〖鱼 左 月 □〗
hu2	〖魚 胡 鰗〗〖鱼 胡 □〗
ruo4	〖魚 若 鰙〗〖鱼 若 □〗
wen1	〖魚 昷 鰛〗〖鱼 昷 鳁〗
jian1	〖魚 兼 鰜〗〖鱼 兼 鳒〗
hao4	〖魚 高 鰝〗〖鱼 高 □〗
wu1	〖魚 烏 鰞〗〖鱼 乌 □〗
fang2, pang2	〖魚 旁 鰟〗〖鱼 旁 鳑〗
sao1	〖魚 蚤 鰠〗〖鱼 蚤 鳋〗
liu2	〖魚 留 鰡〗〖鱼 留 □〗
ma3	〖魚 馬 鰢〗〖鱼 马 □〗
shi2	〖魚 時 鰣〗〖鱼 时 鲥〗
shi1	〖魚 師 鰤〗〖鱼 师 □〗
guan1	〖魚 眔 鰥〗〖鱼 眔 鳏〗
teng2	〖丷 夫 魚 鰧〗〖丷 夫 鱼 □〗
ta4, ta3, die2	〖魚 日 羽 鰨〗〖鱼 日 羽 鳎〗
yao2	〖魚 月 缶 鰩〗〖鱼 爪 缶 鳐〗〖鱼 爫 缶 鳐〗
ge2	〖魚 盍 鰪〗〖鱼 盍 □〗
rong2, yong2	〖魚 容 鰫〗〖鱼 容 □〗
qian2	〖魚 虔 鰬〗〖鱼 虔 □〗
qi2	〖魚 耆 鰭〗〖鱼 耆 鳍〗
wen1	〖魚 昷 鰮〗〖鱼 昷 鳁〗
ruo4	〖魚 弱 鰯〗〖鱼 弱 □〗
lian2	〖魚 連 鰱〗〖鱼 连 鲢〗
ao2	〖敖 魚 鰲〗〖敖 鱼 鳌〗
le4	〖魚 勒 鰳〗〖鱼 勒 鳓〗
hui1	〖彳 山 一 魚 攴 鰴〗〖彳 山 一 鱼 攴 □〗〖彳 山 一 鱼 攵 □〗
min3	〖敏 魚 鰵〗〖敏 鱼 鳘〗
ji4	〖魚 祭 鰶〗〖鱼 祭 □〗
tiao2	〖魚 條 鰷〗〖鱼 条 鲦〗
qu1	〖魚 區 鰸〗〖鱼 区 □〗
jian1	〖魚 堅 鰹〗〖鱼 坚 鲣〗
sao1, shen1, can1	〖魚 參 鰺〗〖鱼 参 □〗
man2	〖魚 曼 鰻〗〖鱼 曼 鳗〗
xi2	〖魚 習 鰼〗〖鱼 習 鳛〗
qiu2	〖魚 曹 鰽〗〖鱼 曹 □〗
biao4	〖魚 票 鰾〗〖鱼 票 鳔〗
ji1, ji2	〖魚 責 鰿〗〖鱼 责 □〗
ji4	〖既 魚 鱀〗〖既 鱼 □〗
zhu2	〖魚 逐 鱁〗〖鱼 逐 □〗
jiang1	〖魚 將 鱂〗〖鱼 丬 夕 寸 鳉〗
qiu1	〖魚 羞 鱃〗〖鱼 羞 □〗
zhuan1, tuan2	〖魚 專 鱄〗〖鱼 专 □〗
yong2, yong1	〖魚 庸 鱅〗〖鱼 庸 鳙〗
zhang1	〖魚 章 鱆〗〖鱼 章 □〗
kang1	〖魚 康 鱇〗〖鱼 康 □〗
xue3	〖魚 雪 鱈〗〖鱼 雪 鳕〗
bie1	〖魚 敝 鱉〗〖鱼 敝 鳖〗
jue2, yu4	〖魚 矞 鱊〗〖鱼 矞 □〗
qu1	〖魚 虛 鱋〗〖鱼 虚 □〗
xiang4	〖魚 象 鱌〗〖鱼 象 □〗
bo1	〖魚 發 鱍〗〖鱼 发 □〗
jiao3	〖魚 喬 鱎〗〖鱼 乔 □〗
xun2	〖魚 覃 鱏〗〖鱼 覃 □〗
su4	〖魚 肅 鱐〗〖鱼 肃 □〗
huang2	〖魚 黃 鱑〗〖鱼 黄 □〗
zun1, zun4	〖魚 尊 鱒〗〖鱼 尊 鳟〗
shan4, tuo2	〖魚 單 鱓〗〖鱼 单 □〗
shan4	〖魚 善 鱔〗〖鱼 善 鳝〗
fan1	〖魚 番 鱕〗〖鱼 番 □〗
gui4, jue2	〖魚 厥 鱖〗〖鱼 厥 鳜〗
lin2	〖魚 粦 鱗〗〖鱼 粦 鳞〗
xun2	〖魚 尋 鱘〗〖鱼 寻 鲟〗
miao2	〖魚 堯 鱙〗〖鱼 尧 □〗
xi3	〖魚 喜 鱚〗〖鱼 喜 □〗
fen4	〖魚 賁 鱝〗〖鱼 贲 鲼〗
guan1	〖魚 睘 鱞〗〖鱼 睘 □〗
hou4	〖臼 爻 冖 魚 鱟〗〖小 冖 鱼 鲎〗〖丶 丶 丶 冖 鱼 鲎〗
kuai4	〖魚 會 鱠〗〖鱼 会 鲙〗
zei2	〖魚 賊 鱡〗〖鱼 贼 □〗
sao1	〖魚 喿 鱢〗〖鱼 喿 □〗
zhan1, shan4	〖魚 亶 鱣〗〖鱼 亶 鳣〗
gan3	〖魚 感 鱤〗〖鱼 感 鳡〗
gui4	〖魚 歲 鱥〗〖鱼 岁 □〗
sheng2	〖魚 黽 鱦〗〖鱼 黾 □〗
li3	〖魚 豊 鱧〗〖鱼 豊 鳢〗
chang2	〖魚 嘗 鱨〗〖鱼 尝 鲿〗
ru2	〖魚 需 鱬〗〖鱼 需 □〗
ji4	〖魚 齊 鱭〗〖鱼 齐 鲚〗
xu4	〖魚 與 鱮〗〖鱼 与 □〗
huo4, hu4	〖魚 蒦 鱯〗〖鱼 蒦 鳠〗
li4	〖魚 厲 鱱〗〖鱼 厉 □〗
lie4	〖魚 巤 鱲〗〖鱼 巤 𫚭〗
li4	〖魚 樂 鱳〗〖鱼 乐 □〗
mie4	〖魚 蔑 鱴〗〖鱼 蔑 □〗
zhen1	〖魚 箴 鱵〗〖鱼 箴 □〗
xiang3	〖魚 養 鱶〗〖鱼 养 □〗
e4	〖魚 噩 鱷〗〖鱼 咢 鳄〗
lu2	〖魚 盧 鱸〗〖鱼 卢 鲈〗
guan4	〖魚 雚 鱹〗〖鱼 雚 □〗
li2, li3	〖魚 麗 鱺〗〖鱼 丽 鲡〗
xian1	〖魚 魚 魚 鱻〗〖鱼 羊 鲜〗
niao3	〖户 一 一 ㇆ 火 鳥〗〖勹 丶 ㇉ 一 鸟〗
yi3, yi4	〖鳥 乙 鳦〗〖鸟 乙 □〗
fu2	〖鳥 几 鳧〗〖鸟 几 凫〗
li4	〖鳥 力 鳨〗〖鸟 力 □〗
jiu1	〖九 鳥 鳩〗〖九 鸟 鸠〗
bu3	〖卜 鳥 鳪〗
yan4	〖厂 鳥 鳫〗〖厂 鸟 □〗
fu2	〖户 一 一 ㇆ 几 鳬〗〖勹 丶 丨 ㇆ 几 凫〗
diao1, zhao1	〖刀 鳥 鳭〗
ji1	〖又 鳥 鳮〗〖又 鸟 鸡〗
feng4	〖几 鳥 鳯〗〖几 又 凤〗
gan1, han4	〖干 鳥 鳱〗〖干 鸟 □〗
shi1	〖尸 鳥 鳲〗〖尸 鸟 鸤〗
feng4	〖几 一 鳥 鳳〗〖几 又 凤〗
ming2	〖口 鳥 鳴〗〖口 鸟 鸣〗
bao3	〖卂 鳥 鳵〗〖卂 鸟 □〗
yuan1	〖弋 鳥 鳶〗〖弋 鸟 鸢〗
zhi1	〖支 鳥 鳷〗〖支 鸟 □〗
hu4	〖戶 鳥 鳸〗〖户 鸟 □〗
qin2	〖今 鳥 鳹〗〖今 鸟 □〗
fu1	〖夫 鳥 鳺〗〖夫 鸟 □〗
fen1	〖分 鳥 鳻〗〖分 鸟 □〗
wen2	〖文 鳥 鳼〗〖文 鸟 □〗
jian1	〖开 鳥 鳽〗〖开 鸟 □〗
shi1	〖帀 鳥 鳾〗〖帀 鸟 □〗
yu4	〖玉 鳥 鳿〗〖玉 鸟 □〗〖王 鸟 □〗
fou3, fou2	〖不 鳥 鴀〗〖不 鸟 □〗
yao1, ao3	〖夭 鳥 鴁〗〖夭 鸟 □〗
jue4, jue2	〖夬 鳥 鴂〗〖夬 鸟 □〗
jue2	〖鳥 夬 鴃〗〖鸟 夬 □〗
pi1	〖匹 鳥 鴄〗〖匹 鸟 □〗
huan1	〖丹 鳥 鴅〗〖丹 鸟 □〗
zhen4	〖冘 鳥 鴆〗〖冘 鸟 鸩〗
bao3	〖匕 十 鳥 鴇〗〖匕 十 鸟 鸨〗
yan4	〖厂 人 鳥 鴈〗〖厂 人 鸟 □〗〖厂 亻 鸟 □〗
ya1	〖牙 鳥 鴉〗〖牙 鸟 鸦〗
zheng4	〖正 鳥 鴊〗〖正 鸟 □〗
fang1	〖方 鳥 鴋〗〖方 鸟 □〗
feng4	〖天 鳥 鴌〗〖几 又 凤〗
wen2	〖文 鳥 鴍〗〖文 鸟 □〗
ou1	〖区 鳥 鴎〗〖区 鸟 鸥〗
te4	〖鳥 代 鴏〗
jia1	〖加 鳥 鴐〗〖加 鸟 □〗
nu2	〖奴 鳥 鴑〗〖奴 鸟 □〗
ling2	〖令 鳥 鴒〗〖令 鸟 鸰〗
mie4	〖必 鳥 鴓〗〖必 鸟 □〗
fu2	〖乏 鳥 鴔〗〖乏 鸟 □〗
tuo2	〖鳥 它 鴕〗〖鸟 它 鸵〗
wen2	〖民 鳥 鴖〗〖民 鸟 □〗
li4	〖立 鳥 鴗〗〖立 鸟 □〗
bian4	〖弁 鳥 鴘〗〖弁 鸟 □〗
zhi4	〖矢 鳥 鴙〗〖矢 鸟 □〗
ge1, jia1	〖鳥 可 鴚〗〖鸟 可 □〗
yuan1	〖夗 鳥 鴛〗〖夗 鸟 鸳〗
zi1	〖此 鳥 鴜〗〖此 鸟 □〗
qu2, gou1, gou4	〖句 鳥 鴝〗〖句 鸟 鸲〗
xiao1	〖号 鳥 鴞〗〖号 鸟 鸮〗
chi1, zhi1	〖氐 鳥 鴟〗〖氐 鸟 鸱〗
dan4	〖旦 鳥 鴠〗
ju1	〖且 鳥 鴡〗〖且 鸟 □〗
you4	〖幼 鳥 鴢〗〖幼 鸟 □〗
gu1	〖古 鳥 鴣〗〖古 鸟 鸪〗
zhong1	〖鳥 冬 鴤〗〖鸟 冬 □〗
yu4	〖鳥 穴 鴥〗〖鸟 穴 □〗
yang1	〖央 鳥 鴦〗〖央 鸟 鸯〗
rong4	〖宂 鳥 鴧〗〖宂 鸟 □〗
ya1	〖甲 鳥 鴨〗〖甲 鸟 鸭〗
tie3, hu2	〖失 鳥 鴩〗〖失 鸟 □〗
yu4	〖穴 鳥 鴪〗〖穴 鸟 □〗
ying1	〖小 冖 鳥 鴬〗〖草 冖 鸟 莺〗〖艸 冖 鸟 莺〗〖艹 冖 鸟 莺〗
zhui1	〖戶 乛 一 鳥 鴭〗〖戶 乛 一 鸟 □〗〖户 乛 一 鸟 □〗
wu1	〖烏 鳥 鴮〗〖乌 鸟 □〗
er2	〖而 鳥 鴯〗〖而 鸟 鸸〗
gua1	〖舌 鳥 鴰〗〖舌 鸟 鸹〗
ai4	〖艾 鳥 鴱〗〖艾 鸟 □〗
zhi1	〖旨 鳥 鴲〗〖旨 鸟 □〗
yan4	〖安 鳥 鴳〗〖安 鸟 □〗
heng2, hang2	〖行 鳥 鴴〗〖行 鸟 鸻〗
jiao1	〖兆 鳥 鴵〗〖兆 鸟 □〗
ji2	〖吉 鳥 鴶〗〖吉 鸟 □〗
lie4	〖列 鳥 鴷〗〖列 鸟 䴕〗
zhu1	〖朱 鳥 鴸〗〖朱 鸟 □〗
ren2	〖羊 鳥 鴹〗〖羊 鸟 □〗
yi2	〖夷 鳥 鴺〗〖夷 鸟 □〗
hong2	〖水 工 鳥 鴻〗〖水 工 鸟 鸿〗〖氵 工 鸟 鸿〗
luo4	〖鳥 各 鴼〗〖鸟 各 □〗
ru2	〖如 鳥 鴽〗〖如 鸟 □〗
mou2	〖牟 鳥 鴾〗〖牟 鸟 □〗
ge1	〖合 鳥 鴿〗〖合 鸟 鸽〗
ren4, ren2	〖任 鳥 鵀〗〖任 鸟 □〗
jiao1	〖交 鳥 鵁〗〖交 鸟 □〗
xiu1	〖休 鳥 鵂〗〖休 鸟 鸺〗
zhou1, zhao1	〖舟 鳥 鵃〗〖舟 鸟 鸼〗
zhi1, chi1	〖至 鳥 鵄〗〖至 鸟 □〗
luo4	〖各 鳥 鵅〗〖各 鸟 □〗
luan2	〖亦 鳥 鵉〗〖亦 鸟 鸾〗
jia2	〖夾 鳥 鵊〗〖夹 鸟 □〗
ji4	〖忌 鳥 鵋〗〖忌 鸟 □〗
yu2, tu2	〖余 鳥 鵌〗〖余 鸟 □〗
huan1	〖完 鳥 鵍〗〖完 鸟 □〗
tuo3	〖妥 鳥 鵎〗〖妥 鸟 □〗
bu1, bu3	〖甫 鳥 鵏〗〖甫 鸟 □〗
wu2	〖巫 鳥 鵐〗〖巫 乌 鹀〗
juan1	〖肙 鳥 鵑〗〖肙 鸟 鹃〗
yu4	〖谷 鳥 鵒〗〖谷 鸟 鹆〗
bo2	〖孛 鳥 鵓〗〖孛 鸟 鹁〗
xun4, jun4	〖鳥 夋 鵔〗〖鸟 夋 □〗
xun4	〖夋 鳥 鵕〗〖夋 鸟 □〗
bi4, bi1	〖皂 鳥 鵖〗〖皂 鸟 □〗
xi1	〖希 鳥 鵗〗〖希 鸟 □〗
jun4	〖君 鳥 鵘〗〖君 鸟 □〗
ju2	〖貝 鳥 鵙〗〖贝 鸟 □〗
tu2	〖禿 鳥 鵚〗〖秃 鸟 □〗
jing1	〖巠 鳥 鵛〗〖圣 鸟 □〗
